video,prompt,audio_emb
bd0d2605f44400ac426dac2bb4de2df9_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/bd0d2605f44400ac426dac2bb4de2df9.pt
5576fc55b42cad95f3fb1bd75ad14584_cfr25.mp4,"The video shows a single woman, likely in her mid-to-late 20s with blonde hair and a light skin tone, standing indoors in a residential setting, wearing a striped shirt with a dark collar and engaged in a focused activity. The room is well-lit, with vertical blinds on the window and a decorative disco ball in the corner, creating a casual and domestic ambiance.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5576fc55b42cad95f3fb1bd75ad14584.pt
01d3e8e05e310bdf1a3da1e1e08055b2_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/01d3e8e05e310bdf1a3da1e1e08055b2.pt
ede07ef38b6585aad6f0d39f1eb4b5d9_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ede07ef38b6585aad6f0d39f1eb4b5d9.pt
2ae682e7d8b738006ea5ffe0747526fc_cfr25.mp4,"The video shows a single elderly male with gray hair and light skin tone, wearing a light-colored zip-up jacket, engaged in a conversation or activity involving a camera in a warm and cozy indoor setting with a daytime view of the outdoors through a window. The character's slight gestures and changes in posture convey his active engagement in the scene, set against a homely and intimate background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2ae682e7d8b738006ea5ffe0747526fc.pt
d9d09d1c550e34da7ae94dee6a919893_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/d9d09d1c550e34da7ae94dee6a919893.pt
17743d5c3f1872f5cde4fd2ebb2b3ac5_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/17743d5c3f1872f5cde4fd2ebb2b3ac5.pt
843e4d3622920256ff64f950e7ea66ae_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/843e4d3622920256ff64f950e7ea66ae.pt
67a28a95abe37cfd3575025e763bd6a3_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/67a28a95abe37cfd3575025e763bd6a3.pt
fbed13e9db4b72ac6577834fcf141a45_cfr25.mp4,"The video shows a woman in her thirties with long, wavy brown hair and glasses, wearing a black top and a necklace, standing in a cozy boutique or dressing room surrounded by clothes and a mannequin dressed in a black lace outfit. She is engaged in a conversation or presentation, gesturing with her hands as she stands amidst the warm and intimate atmosphere of the room.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/fbed13e9db4b72ac6577834fcf141a45.pt
f6275ee31b74f606a2f8b6589565cf92_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f6275ee31b74f606a2f8b6589565cf92.pt
5910802df48960e2e938278fed80248a_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5910802df48960e2e938278fed80248a.pt
aa263dbd14cf46fee2c812d314e1f07c_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/aa263dbd14cf46fee2c812d314e1f07c.pt
8cdebf87139b1e654a0f91d999223e02_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/8cdebf87139b1e654a0f91d999223e02.pt
a94ed2d8aa44122936775febf46c969b_cfr25.mp4,"The video shows a middle-aged woman with blonde hair and a warm, golden complexion, dressed in a white lace garment and a gold necklace, engaged in a conversation or listening intently in a dimly lit, classically decorated room. She is the only person visible in the scene, surrounded by soft, muted colors and subtle lighting that highlights her features.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a94ed2d8aa44122936775febf46c969b.pt
47e638c051b0bf1fa2b8f10febf956f5_cfr25.mp4,"The video shows a single male figure, a bald man in his forties with a dark skin tone, gesturing animatedly as he converses or explains something while dressed in a striped shirt, dark tie, and suspenders. He is set against a dimly lit, red-hued background, likely indoors, exuding an intense and focused atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/47e638c051b0bf1fa2b8f10febf956f5.pt
7f034f01d51df41913e816fba21dd79b_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/7f034f01d51df41913e816fba21dd79b.pt
f139e69a27f0e18674224b322a1b059a_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f139e69a27f0e18674224b322a1b059a.pt
2e08a8e1fe015ab551e5ae3eaa78ca17_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2e08a8e1fe015ab551e5ae3eaa78ca17.pt
ce5207422d647c1a7aa19dd7a424e359_cfr25.mp4,"A man with dark hair and blue eyes, dressed in a black suit and patterned shirt, sits in a neutral-toned room with a potted plant behind him, initially displaying a look of mild surprise before transitioning to a more serious expression. He is alone in the room, with no other people visible.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ce5207422d647c1a7aa19dd7a424e359.pt
aa50a07b3dfd6a4f24986a1db10c540a_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/aa50a07b3dfd6a4f24986a1db10c540a.pt
2f989a2af203f78a535f05e655d8b068_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2f989a2af203f78a535f05e655d8b068.pt
2aa3a5ee6467d615a37218c57bc787b8_cfr25.mp4,"A woman with long black hair and fair skin, dressed in a dark top and gold earrings, engages in a deep conversation with a partially out-of-focus man in a dimly lit, warmly lit room with red lanterns, her expression conveying concern. The couple is alone in the intimate setting, surrounded by the soft glow of the lanterns, suggesting a close and personal relationship.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2aa3a5ee6467d615a37218c57bc787b8.pt
5d33394247d909cb44eaf170e7ebd773_cfr25.mp4,"The video shows a single person, a woman with short dark hair and a light skin tone, wearing a red top, engaged in a conversation with an off-camera individual, her posture and gaze indicating a focused discussion. The warm, soft lighting and blurred background create a calm and intimate atmosphere, suggesting a quiet indoor setting.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5d33394247d909cb44eaf170e7ebd773.pt
e7c2d73e0d4e7f49f7f9b9133ebd6af0_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/e7c2d73e0d4e7f49f7f9b9133ebd6af0.pt
5b1729d77489b1f339bdd18c15771c41_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5b1729d77489b1f339bdd18c15771c41.pt
b378c1f2cc246d43c5e6c50a8d32cc03_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/b378c1f2cc246d43c5e6c50a8d32cc03.pt
64c7b4819469a71fa93359bd90665f44_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/64c7b4819469a71fa93359bd90665f44.pt
94f0a92e2bd2ed6f73ccebfe1b2b5791_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/94f0a92e2bd2ed6f73ccebfe1b2b5791.pt
529e7886f694014597b976283e1abb40_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/529e7886f694014597b976283e1abb40.pt
ed6750068a811512acfc21a4d48b23d6_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ed6750068a811512acfc21a4d48b23d6.pt
fbc21ba15492b0ebe5e5f2758d9db591_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/fbc21ba15492b0ebe5e5f2758d9db591.pt
4822c590b194405eb5155f6d41439030_cfr25.mp4,"A single person, wearing a dark jacket over a striped shirt and sporting short, wavy hair, stands in a warm-lit store with shelves stocked with various items, including products labeled ""DOUBLE DONG,"" and engages in a conversation or interview with a relaxed posture and a slight smile. The casual retail setting is evident through the store's layout and the individual's attire, suggesting a low-key, everyday scenario.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/4822c590b194405eb5155f6d41439030.pt
b324e29a9d55a72f6c236b86884ac88e_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/b324e29a9d55a72f6c236b86884ac88e.pt
ef67419590301442b82f8e4df6751832_cfr25.mp4,"A middle-aged man with dark hair and fair complexion is seen in a professional setting, likely an office, wearing a dark suit, light blue shirt, and striped tie, as he transitions from a surprised expression to a more serious and eventually relaxed demeanor. The scene is set against a backdrop of blinds, a window, and a wall, creating a formal atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ef67419590301442b82f8e4df6751832.pt
2b0c5c637531e6b6326ecbc2a4978b70_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2b0c5c637531e6b6326ecbc2a4978b70.pt
a6e8ab1beade343aafc904f68b84d091_cfr25.mp4,"The video shows a middle-aged individual, dressed in a formal suit and tie with gray hair, seated behind a desk in a professional office setting, with a decorative candle holder in the foreground and a window with blinds in the background. The person's upright posture and static position suggest a moment of stillness, as they sit amidst a calm and formal environment.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a6e8ab1beade343aafc904f68b84d091.pt
80f04402022e5886022818552d47a161_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/80f04402022e5886022818552d47a161.pt
9dc52be2c84ceef6adc21cf6b0dc01ac_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9dc52be2c84ceef6adc21cf6b0dc01ac.pt
cadc30269e795735c21461b66f860961_cfr25.mp4,"The video shows a woman in her thirties with long blonde hair, wearing a red patterned top, engaged in a conversation or listening intently to someone off-camera in a neutral-colored, softly lit indoor setting, possibly a living room or hallway with a white door and indistinct background items.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/cadc30269e795735c21461b66f860961.pt
68deff53a4929f5f61db62702a214af9_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/68deff53a4929f5f61db62702a214af9.pt
9c8e1ac0732efe3cdb37ee798519821b_cfr25.mp4,"The video shows two men, one with dark hair and a beard, dressed in a dark suit, and the other with a bald head, also in a dark suit, engaged in a serious conversation in a modern, possibly corporate office setting with a blurred background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9c8e1ac0732efe3cdb37ee798519821b.pt
09126194d384e917914b69300ffaad72_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/09126194d384e917914b69300ffaad72.pt
0f294641eb98184bf7f4af6a09d6e944_cfr25.mp4,"The video shows a single male figure, a middle-aged man in his fifties with gray hair and fair skin, seated in a formal setting with a blurred background, dressed in a dark suit and striped tie, engaged in a subtle conversation or interview with slight shifts in posture and head position.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/0f294641eb98184bf7f4af6a09d6e944.pt
60b44adefb9d1c26ed372fcde10556fd_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/60b44adefb9d1c26ed372fcde10556fd.pt
d66af761c3c52da7d4bcfb622262de32_cfr25.mp4,"The video shows a single man in his forties, dressed in a light-colored suit with a patterned tie and pocket square, seated in a serene garden or park setting with classical architectural elements and lush greenery. He is engaged in a conversation with another person, partially visible on the right side of the frame, as he relaxes with a calm demeanor under the warm, soft light of late afternoon or early evening.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/d66af761c3c52da7d4bcfb622262de32.pt
8d38acf0f334069e3a8225ff417615c2_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/8d38acf0f334069e3a8225ff417615c2.pt
347006e9117a7fed1a2b6c843395d7e5_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/347006e9117a7fed1a2b6c843395d7e5.pt
97eebe340153a1b976329b2a29fe8a73_cfr25.mp4,"A man with a fair complexion and short, reddish-brown hair is seated in a dark leather chair, wearing a casual blue hoodie over a black shirt, as he engages in a serious conversation or presentation in a dimly lit room with two computer monitors displaying complex data charts behind him.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/97eebe340153a1b976329b2a29fe8a73.pt
80c5d604abbf48c418104f5703379c34_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/80c5d604abbf48c418104f5703379c34.pt
5f7c86df67da8c1592d334ba5a2c41ca_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5f7c86df67da8c1592d334ba5a2c41ca.pt
53c451f10551b96d7f297797cc3933bf_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/53c451f10551b96d7f297797cc3933bf.pt
ce88e32afc358b1ab1718943075ea749_cfr25.mp4,"A man with dark hair, wearing a casual brown polo shirt, sits on a beige couch with colorful pillows in a home setting, conversing with an unseen interviewer. The room features a staircase and a lamp, with the man's relaxed demeanor and the warm, inviting atmosphere creating a casual and intimate environment.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ce88e32afc358b1ab1718943075ea749.pt
6a4cd333114c94e84a4610033eeedabe_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/6a4cd333114c94e84a4610033eeedabe.pt
562dcbc344d5392d4fcaae98087584ae_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/562dcbc344d5392d4fcaae98087584ae.pt
bce20e7feeb27f252283a0349115c761_cfr25.mp4,"The video shows a single male figure, a middle-aged man with a dark skin tone, beard, and glasses, dressed in a formal suit and tie, sitting in a dimly lit room with horizontal blinds, his facial expressions shifting between contemplation and seriousness.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/bce20e7feeb27f252283a0349115c761.pt
231a4e882794b27a7520d3e7a3f7b660_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/231a4e882794b27a7520d3e7a3f7b660.pt
ce8daf07dd9ec6dda4d28153422201fd_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ce8daf07dd9ec6dda4d28153422201fd.pt
a7591a910e0cd5de7b866287b3001e27_cfr25.mp4,"A single man, with dark curly hair and a beard, stands in a dimly lit office setting, wearing a dark grey button-up shirt, exuding a serious and contemplative demeanor. The static scene remains unchanged, with the man's introspective expression the sole focus amidst the neutral, unadorned office environment.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a7591a910e0cd5de7b866287b3001e27.pt
0437c6f43dd6fc17407fa1d530bd4e2e_cfr25.mp4,"The video shows a single woman, with short blonde hair and a light gray top, moving subtly in a dimly lit indoor setting with dark wooden shutters, her fair skin and calm demeanor suggesting a quiet conversation or interaction.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/0437c6f43dd6fc17407fa1d530bd4e2e.pt
026373526d88cc4af2699edae4954306_cfr25.mp4,"The video shows a single woman, dressed in a professional white collared shirt and dark blazer, standing in a calm and focused indoor setting with a bicycle mounted on the wall behind her, her fair skin and loose waves hairstyle evident as she stands upright with minimal movement.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/026373526d88cc4af2699edae4954306.pt
2d8e811d4bc76a5079ba0d1bb88d89ab_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2d8e811d4bc76a5079ba0d1bb88d89ab.pt
7f6dd10931b98a28da2de1db726690ed_cfr25.mp4,"The video shows a single male character, dressed in a plaid shirt and dark baseball cap, standing in a warm and casual kitchen setting, engaged in a conversation or listening intently with an upright posture. The kitchen is equipped with domestic items such as jars and a coffee maker, and the character's light skin tone and obscured hair color blend into the everyday atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/7f6dd10931b98a28da2de1db726690ed.pt
049c72a0ec5141b0532597bf98a9715c_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/049c72a0ec5141b0532597bf98a9715c.pt
7496eb46258d61dbd174a8b9383ba437_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/7496eb46258d61dbd174a8b9383ba437.pt
1c47b7256b2f89a6b555f2f6eb62df5f_cfr25.mp4,"The video shows a single middle-aged individual with a serious expression, dressed in a dark blazer and white shirt, engaged in a hushed conversation or intense listening session in a dimly lit, indistinct background. The person's dark hair and fair skin tone are visible in the close-up shot, their posture and subtle head movements conveying a sense of focus and gravity.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/1c47b7256b2f89a6b555f2f6eb62df5f.pt
57d35ec07d471b2979286a332a5e2fe8_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/57d35ec07d471b2979286a332a5e2fe8.pt
3bbbb93ef8361da88860afbbdaf436ac_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/3bbbb93ef8361da88860afbbdaf436ac.pt
a3d0d6cb22b7764e75ab4fb0bdd9292b_cfr25.mp4,"In a dimly lit room with horizontal blinds, a blonde woman with a surprised expression stands alone, wearing a dark V-neck top, her mouth slightly open and eyes wide with alarm. The scene is marked by a 'HBO' watermark, suggesting a television show or movie setting.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a3d0d6cb22b7764e75ab4fb0bdd9292b.pt
81561de30450cb364aaac3a680dc6d78_cfr25.mp4,"The video shows a young boy, likely around 10-12 years old, wearing a dark jacket over a green and yellow striped shirt, engaging in a conversation or reacting to something with subtle movements and changing facial expressions. He is situated in a dimly lit, indoor setting with a rustic or aged appearance, possibly a room with stone walls, surrounded by a blurred background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/81561de30450cb364aaac3a680dc6d78.pt
82b1ff749b768b0d0287238ca2ab7047_cfr25.mp4,"In the video, a single male figure with short, dark hair and light skin tone is seen conversing with someone off-camera in a casual, relaxed atmosphere, wearing a textured, dark-colored sweater and a necklace. The scene is set in a serene outdoor environment with lush greenery, bathed in natural daylight.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/82b1ff749b768b0d0287238ca2ab7047.pt
4bee4467d2495f99621a3a5865a49601_cfr25.mp4,"A woman with a shaved head and piercing blue eyes stands confidently in a professional setting, wearing a dark blazer over a striped shirt, engaged in a serious conversation or presentation with a microphone in front of her. The blurred background suggests a formal indoor setting, possibly a conference room or office, with the woman standing alone, likely addressing a small group of people.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/4bee4467d2495f99621a3a5865a49601.pt
1c51e48178db7cef5f58874237801384_cfr25.mp4,"A red-haired woman in a black top stands in a dimly lit room, engaged in a serious conversation or interview, her expression and posture remaining consistent throughout the scene. The woman, with her striking red hair, is the focal point in a blurred background that suggests a modern indoor setting.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/1c51e48178db7cef5f58874237801384.pt
7aead112255e4dc6bb5d8283f79a7cde_cfr25.mp4,"A woman with shoulder-length brown hair and blue-framed glasses stands at a podium, delivering a serious presentation to a small audience of around 10-15 people, who are seated and attentively listening. She is dressed in a formal outfit consisting of a black and white patterned top with red trim, and a red lanyard, amidst a backdrop of a conference-style setting with a microphone, laptop, and glass of water on the podium.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/7aead112255e4dc6bb5d8283f79a7cde.pt
60c2a05c8231b5d74006c75a25d5bbc0_cfr25.mp4,"A woman in her thirties, with light skin, blonde hair, and wearing a white blouse, dark sunglasses, and earrings, stands in an indoor setting, adjusting her sunglasses and gazing around in contemplation. The bright, daytime lighting illuminates her features as she stands in front of a large window showcasing a bustling cityscape.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/60c2a05c8231b5d74006c75a25d5bbc0.pt
2c775d2db502043b7b521b83894d2e59_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2c775d2db502043b7b521b83894d2e59.pt
79aa1410987b32e53eedad9984b3e2db_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/79aa1410987b32e53eedad9984b3e2db.pt
9367ae3a142bbe00ae6080f4b96fbd75_cfr25.mp4,"The video shows a young man, likely in his twenties with light brown hair, standing in a bright and busy indoor environment, wearing a white lab coat over a dark blue shirt as he speaks to an unseen audience. The blurred background suggests a public or professional setting, possibly a hospital or office, with other people visible in the distance.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9367ae3a142bbe00ae6080f4b96fbd75.pt
f66e7f5ddd38cccd27ce09b7edd27899_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f66e7f5ddd38cccd27ce09b7edd27899.pt
088f060508b1d6b9d0ac6151cb11fa31_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/088f060508b1d6b9d0ac6151cb11fa31.pt
f449f2fd6742ce984a345efeb452bcd9_cfr25.mp4,"A woman with a serious expression sits on a light blue couch, dressed in a dark brown blazer and red blouse, engaged in a professional conversation or interview in a room with classic decor featuring a wooden china cabinet and a lamp. The woman, likely in her mid-to-late 30s with a neutral hairstyle, is the sole individual in the scene.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f449f2fd6742ce984a345efeb452bcd9.pt
262cea715c709bbd3c8c7e6ab8043c00_cfr25.mp4,"The video shows a middle-aged man with graying hair and a light skin tone, wearing a plaid shirt over a white undershirt, sitting in a warm and homey living room with a lamp and framed pictures on the wall. He is engaged in a conversation or reacting to something, his upper body and face visible as he turns his head and changes expressions.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/262cea715c709bbd3c8c7e6ab8043c00.pt
ce1f8301949149b1da2d730bec9d9e8d_cfr25.mp4,"The video shows a single older male, likely in his sixties or seventies, seated upright in a vehicle, dressed in a dark suit and light-colored striped shirt, as he navigates through a blurred urban landscape on a calm and sunny day.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ce1f8301949149b1da2d730bec9d9e8d.pt
3128ea2f706a2db121a12b61dc909442_cfr25.mp4,"The video shows a single person, a woman in her thirties with long, blonde hair and fair skin, wearing a dark-colored top, standing upright with a contemplative expression in a warm and subdued indoor setting with a blurred, cozy background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/3128ea2f706a2db121a12b61dc909442.pt
baf18edfff9a890dc372e8b5aebca266_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/baf18edfff9a890dc372e8b5aebca266.pt
fb0fef22a470c520caaf9da43062584e_cfr25.mp4,"The video shows a rugged-looking male character with dark, wavy hair and a mustache, dressed in a traditional or historical outfit, engaged in a serious conversation with someone off-camera in a blurred outdoor setting with natural light. The character's posture and tilted head convey a sense of intense focus, set against a backdrop of a possibly medieval or fantasy world.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/fb0fef22a470c520caaf9da43062584e.pt
8fb90c4d277811da1df8316cc95ab85c_cfr25.mp4,"A young woman with shoulder-length blonde hair is seen in a hospital setting, engaging in a serious conversation with a man in a dark jacket, while also experiencing distress in a hospital bed and later sitting in a hospital room, looking concerned. The woman is dressed in a white top, and the scenes take place in a sterile hospital environment with a digital clock visible, showing 8:58.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/8fb90c4d277811da1df8316cc95ab85c.pt
